"","Player_Name","DOB","Position"
"2331","Lago Junior","1990-12-31","LW"
"2332","Rodrigo Battaglia","1991-07-12","LM"
"2333","Gonzalo Montiel","1996-12-31","CB"
"2334","Suso","1993-11-19","AM"
"2335","Asier Villalibre","1997-09-29","RW"
"2336","Rodrigo De Paul","1994-05-24","RM"
"2337","Thomas Lemar","1995-11-12","LM"
"2338","Saúl Ñíguez","1994-11-21","RM"
"2339","Óscar Rodríguez Arnaiz","1998-06-28","DM"
"2340","Iago Aspas","1987-08-01","AM"
"2341","Carles Pérez","1998-02-16","AM"
"2342","Asier Illarramendi","1990-03-08","CM"
"2343","Rodrygo","2001-01-08","LW"
"2344","Javi Puado","1998-05-25","FW"
"2345","Aleix Vidal","1989-08-20","RM"
"2346","Keidi Bare","1997-08-27","LM"
"2347","Monchu","1999-09-13","LM"
"2348","Sergio Escudero","1989-09-01","RB"
"2349","Juanjo Narváez","1995-02-12","RW"
"2350","Joaquín","1981-07-20","RW"
"2351","Andrés Guardado","1986-09-28","AM"
"2352","Aitor Ruibal","1996-03-21","AM"
"2353","Juan Cruz","2000-04-24","LW"
"2354","Gonzalo Melero","1994-01-02","LM"
"2355","Íñigo Eguaras","1992-03-06","RM"
"2356","Lázaro","2002-03-12","LW"
"2357","Daniel Parejo","1989-04-15","DM"
"2358","Alex Baena","2001-07-19","AM"
"2359","Manu Morlanes","1999-01-12","CM"
"2360","Manu Morlanes","1999-01-12","DM"
"2361","Samuel Chukwueze","1999-05-22","RW"
"2362","Manu Trigueros","1991-10-17","DM"
"2363","Alberto Moreno","1992-07-04","LW"
"2364","Ezequiel Ávila","1994-02-06","LM"
"2365","Aimar Oroz","2001-11-27","RM"
"2366","Marcos Acuña","1991-10-28","CB"
"2367","Isco","1992-04-20","DM"
"2368","Papu Gómez","1988-02-15","RM"
"2369","Thierry Correia","1999-03-09","CB"
"2370","Justin Kluivert","1999-05-05","LM"
"2371","Justin Kluivert","1999-05-05","LW"
"2372","Domingos André Ribeiro Almeida","2000-05-29","CM"
"2373","Iñigo Lekue","1993-05-03","RB"
"2374","Ángel Correa","1995-03-09","RW"
"2375","Yannick Carrasco","1993-09-03","LW"
"2376","Álvaro García","1992-10-26","LM"
"2377","Unai López","1995-10-30","RM"
"2378","Pablo Muñoz","2003-09-04","LM"
"2379","Theo Bongonda","1995-11-20","RM"
"2380","Claudio Bravo","1983-04-13","GK"
"2381","Joaquín","1981-07-20","AM"
"2382","Rodrigo","2000-05-15","AM"
"2383","Juan Miranda","2000-01-19","LB"
"2384","Sergio Canales","1991-02-16","DM"
"2385","Lucas Oliveira Rosa","2000-04-02","RB"
"2386","Gonzalo Plata","2000-10-31","FW"
"2387","Óscar Mingueza","1999-05-13","CB"
"2388","Ander Guevara","1997-07-06","DM"
"2389","Asier Illarramendi","1990-03-08","RM"
"2390","Franco Russo","1994-10-25","CB"
"2391","Pablo Maffeo","1997-07-11","LB"
"2392","Giovanni González","1994-09-20","RB"
"2393","Amath","1996-07-15","LM"
"2394","Clément Grenier","1991-01-07","CB"
"2395","Nacho","1990-01-18","LB"
"2396","Eduardo Camavinga","2002-11-10","LW"
"2397","Aurélien Tchouaméni","2000-01-27","LM"
"2398","Francisco Portillo","1990-06-13","LM"
"2399","Alejandro Pozo Pozo","1999-02-22","RM"
"2400","Alejandro Pozo Pozo","1999-02-22","LW"
"2401","Juan Brandáriz","1999-03-02","FW"
"2402","Aitor Fernández","1991-05-03","GK"
"2403","Juan Cruz Armada","1992-07-27","LM"
"2404","Jon Moncayola","1998-05-13","RM"
"2405","Kike","1989-11-25","CM"
"2406","Sergi Darder","1993-12-22","FW"
"2407","Javi Puado","1998-05-25","CM"
"2408","Ousmane Dembélé","1997-05-14","FW"
"2409","Manu Trigueros","1991-10-17","CM"
"2410","Alberto Moreno","1992-07-04","LM"
"2411","Aïssa Mandi","1991-10-22","CB"
"2412","Salvi","1991-03-30","RM"
"2413","Pep Chavarría","1998-04-10","LM"
"2414","Luis Hernández","1989-04-13","RB"
"2415","Awer Mabil","1995-09-15","CM"
"2416","Blanco","2000-07-22","RM"
"2417","Sergio Escudero","1989-09-01","WB"
"2418","Iván Sánchez","1992-09-22","CM"
"2419","Lucas Oliveira Rosa","2000-04-02","WB"
"2420","Pablo Marín","2003-07-03","FW"
"2421","Cenk Özkacar","2000-10-05","CB"
"2422","Hugo Duro","1999-11-10","RM"
"2423","Amath","1996-07-15","FW"
"2424","Isco","1992-04-20","FW"
"2425","Papu Gómez","1988-02-15","CM"
"2426","Carmona","2002-01-29","RW"
"2427","Sergi Darder","1993-12-22","RM"
"2428","Martin Braithwaite","1991-06-05","RW"
"2429","Aleix Vidal","1989-08-20","LW"
"2430","Álex Collado","1999-04-22","CM"
"2431","Tete Morente","1996-12-03","CM"
"2432","Fidel","1989-10-27","CM"
"2433","Rodrigo De Paul","1994-05-24","LM"
"2434","João Félix","1999-11-10","RM"
"2435","Yannick Carrasco","1993-09-03","FW"
"2436","Paulo Gazzaniga","1992-01-02","GK"
"2437","David López","1989-10-08","CB"
"2438","Valery","1999-11-23","FW"
"2439","Reinier","2002-01-19","RM"
"2440","Daniel Parejo","1989-04-15","RM"
"2441","Francis Coquelin","1991-05-13","DM"
"2442","Manu Trigueros","1991-10-17","LM"
"2443","Manu Trigueros","1991-10-17","RW"
"2444","Nicolas Jackson","2001-06-19","LW"
"2445","Yeremi Pino","2002-10-20","CM"
"2446","Fernando Pacheco","1992-05-17","GK"
"2447","Adri Embarba","1992-05-06","CM"
"2448","Pedri","2002-11-25","LW"
"2449","Pablo Torre","2003-04-03","RW"
"2450","Luca de la Torre","1998-05-23","LM"
"2451","Nemanja Maksimović","1995-01-26","LM"
"2452","Antonio Sánchez","1996-12-31","LM"
"2453","Amath","1996-07-15","RM"
"2454","Keidi Bare","1997-08-27","RW"
"2455","Largie Ramazani","2001-02-26","RM"
"2456","Gonçalo Paciência","1994-08-01","CM"
"2457","Pablo Durán","2001-01-24","LB"
"2458","Rubén Alcaraz","1991-05-01","LM"
"2459","Nahuel Molina","1998-04-06","WB"
"2460","Antoine Griezmann","1991-03-21","WB"
"2461","Pablo Barrios","2003-06-15","CM"
"2462","Adnan Januzaj","1995-02-05","RW"
"2463","Rafa Mir","1997-06-17","DM"
"2464","Pep Chavarría","1998-04-10","FW"
"2465","Pathé Ciss","1994-03-16","AM"
"2466","Esteban Saveljich","1991-05-20","LW"
"2467","Pablo Muñoz","2003-09-04","DM"
"2468","Toni Lato","1997-11-21","RM"
"2469","Jesus Vazquez","2003-01-02","LM"
"2470","Kike Barja","1997-03-31","LW"
"2471","Jon Moncayola","1998-05-13","FW"
"2472","Roberto Torres","1989-03-06","LM"
"2473","Rubén García","1993-07-13","LW"
"2474","Kike","1989-11-25","RW"
"2475","Kike Pérez","1997-02-13","DM"
"2476","Óscar Plano","1991-02-11","AM"
"2477","Lucas Olaza","1994-07-21","WB"
"2478","Álvaro Aguado","1996-04-30","DM"
"2479","Éder Militão","1998-01-18","LB"
"2480","Mariano","1993-07-31","RW"
"2481","Valery","1999-11-23","LM"
"2482","Yan Couto","2002-06-03","RM"
"2483","Rodrigo Riquelme","2000-04-01","RM"
"2484","Reinier","2002-01-19","CM"
"2485","Unai Vencedor Paris","2000-11-14","AM"
"2486","Alberto Moreno","1992-07-04","LB"
"2487","José Luis Morales","1987-07-23","LW"
"2488","Jorge Cuenca","1999-11-17","RB"
"2489","Manu Trigueros","1991-10-17","RM"
"2490","Yeremi Pino","2002-10-20","RW"
"2491","Alberto Del Moral","2000-07-19","CM"
"2492","Pablo Marín","2003-07-03","CM"
"2493","Jon Magunacelaya","2000-07-12","FW"
"2494","Willian José","1991-11-23","AM"
"2495","Juan Cruz","2000-04-24","RW"
"2496","Iván Martín","1999-02-14","RM"
"2497","Gorka Guruzeta","1996-09-11","AM"
"2498","Mikel Balenziaga","1988-02-29","LB"
"2499","Portu","1992-05-20","RB"
"2500","Omar Alderete","1996-12-25","CB"
"2501","Álex Fernández","1992-10-14","RM"
"2502","Fede San Emeterio","1997-03-15","LM"
"2503","Monchu","1999-09-13","RW"
"2504","Nicolás Ezequiel Fernández","2000-01-11","RB"
"2505","Williot Swedberg","2004-02-01","LM"
"2506","Pablo Durán","2001-01-24","RM"
"2507","Nacho Vidal","1995-01-24","CB"
"2508","Rubén García","1993-07-13","RB"
"2509","Rodrigo Ely","1993-11-02","CB"
"2510","Íñigo Eguaras","1992-03-06","CB"
"2511","Ángel Correa","1995-03-09","CM"
"2512","Joselu","1990-03-27","RW"
"2513","Martin Braithwaite","1991-06-05","CM"
"2514","Aleix Vidal","1989-08-20","LB"
"2515","Javi Puado","1998-05-25","LB"
"2516","Martín Zubimendi","1999-02-02","CB"
"2517","Igor Zubeldia","1997-03-29","RB"
"2518","Alexander Sørloth","1995-12-05","RM"
"2519","Brais Méndez","1997-01-06","LM"
"2520","Ander Guevara","1997-07-06","CM"
"2521","Andoni Gorosabel","1996-08-03","RM"
"2522","Jon Magunacelaya","2000-07-12","LM"
"2523","Étienne Capoue","1988-07-10","DM"
"2524","Arnaut Groeneveld","1997-01-30","LW"
"2525","Manu Trigueros","1991-10-17","LW"
"2526","Yeremi Pino","2002-10-20","AM"
"2527","José Luis Morales","1987-07-23","DM"
"2528","William Carvalho","1992-04-06","RW"
"2529","Luiz Henrique","2001-01-01","LW"
"2530","Andrés Guardado","1986-09-28","RW"
"2531","Joan Jordán","1994-07-06","CB"
"2532","Érik Lamela","1992-03-03","CM"
"2533","Óliver Torres","1994-11-10","RW"
"2534","Papu Gómez","1988-02-15","FW"
"2535","Kasper Dolberg","1997-10-05","CB"
"2536","Youssef En-Nesyri","1997-05-31","CM"
"2537","Jesús Navas","1985-11-21","FW"
"2538","Pep Chavarría","1998-04-10","LW"
"2539","Marco Asensio","1996-01-21","AM"
"2540","Eduardo Camavinga","2002-11-10","DM"
"2541","Raúl Guti","1996-12-29","DM"
"2542","Álex Collado","1999-04-22","AM"
"2543","Álex Collado","1999-04-22","LW"
"2544","Josan","1989-12-03","RW"
"2545","Ezequiel Ponce","1997-03-28","AM"
"2546","Bernardo Espinosa","1989-07-10","RM"
"2547","Iván Martín","1999-02-14","CM"
"2548","Oihan Sancet","2000-04-24","CM"
"2549","Iñaki Williams","1994-06-15","RM"
"2550","Nico Williams","2002-07-12","LM"
"2551","Nico Williams","2002-07-12","RM"
"2552","Ander Herrera","1989-08-13","CM"
"2553","Unai Vencedor Paris","2000-11-14","CM"
"2554","Raúl García","1986-07-11","CM"
"2555","Iván Sánchez","1992-09-22","LM"
"2556","Lucas Oliveira Rosa","2000-04-02","RW"
"2557","Darko Brašanac","1992-02-12","FW"
"2558","Ousmane Dembélé","1997-05-14","RM"
"2559","Frenkie de Jong","1997-05-11","CB"
"2560","Raphinha","1996-12-13","RM"
"2561","Gavi","2004-08-04","CB"
"2562","Chadi Riad","2003-06-17","CM"
"2563","César de la Hoz","1992-03-29","CB"
"2564","Largie Ramazani","2001-02-26","LM"
"2565","Francisco Portillo","1990-06-13","RM"
"2566","Djené","1991-12-31","RB"
"2567","Omar Alderete","1996-12-25","LB"
"2568","Borja Mayoral","1997-04-04","RM"
"2569","Munir El Haddadi","1995-09-01","LM"
"2570","Rafa Mir","1997-06-17","CM"
"2571","Isco","1992-04-20","RM"
"2572","Adnan Januzaj","1995-02-05","CM"
"2573","Brais Méndez","1997-01-06","RW"
"2574","Igor Zubeldia","1997-03-29","CM"
"2575","Takefusa Kubo","2001-06-03","LW"
"2576","Ander Guevara","1997-07-06","LM"
"2577","Roberto Navarro","2002-04-12","RB"
"2578","Pablo Marín","2003-07-03","RM"
"2579","José Carlos Lazo","1996-02-16","LB"
"2580","Dani Gómez","1998-07-30","LW"
"2581","Nico Ribaudo","2001-04-10","DM"
"2582","Jorge Cuenca","1999-11-17","CB"
"2583","Étienne Capoue","1988-07-10","RM"
"2584","Yeremi Pino","2002-10-20","LW"
"2585","Francis Coquelin","1991-05-13","RM"
"2586","Franco Russo","1994-10-25","RB"
"2587","Clément Grenier","1991-01-07","RM"
"2588","Sergio Reguilón","1996-12-15","LB"
"2589","Carles Pérez","1998-02-16","RW"
"2590","Franco Cervi","1994-05-26","LW"
"2591","Javi Galán","1994-11-19","LM"
"2592","Kevin Vázquez","1993-03-22","RM"
"2593","Rodrigo","2000-05-15","DM"
"2594","Vinicius Júnior","2000-07-11","FW"
"2595","Nacho","1990-01-18","RB"
"2596","Dani Ceballos","1996-08-06","FW"
"2597","Rubén Sobrino","1992-05-31","CM"
"2598","Fede San Emeterio","1997-03-15","CB"
"2599","Álvaro Negredo","1985-08-19","CM"
"2600","Kevin Trapp","1990-07-08","GK"
"2601","Obite N'Dicka","1999-08-20","CB"
"2602","Djibril Sow","1997-02-05","CM"
"2603","Filip Kostić","1992-10-31","WB"
"2604","Filip Kostić","1992-10-31","LM"
"2605","Sebastian Rode","1990-10-11","CM"
"2606","Almamy Touré","1996-04-27","CB"
"2607","Rafael Borré","1995-09-15","FW"
"2608","Mario Götze","1992-06-02","RM"
"2609","Mario Götze","1992-06-02","AM"
"2610","Jesper Lindstrøm","2000-02-29","AM"
"2611","Tuta","1999-07-04","CB"
"2612","Ansgar Knauff","2002-01-10","RB"
"2613","Ansgar Knauff","2002-01-10","WB"
"2614","Kristijan Jakić","1997-05-13","CM"
"2615","Randal Kolo Muani","1998-12-05","FW"
"2616","Faride Alidou","2001-07-17","LM"
"2617","Makoto Hasebe","1984-01-18","CB"
"2618","Christopher Lenz","1994-09-22","LB"
"2619","Manuel Neuer","1986-03-27","GK"
"2620","Dayot Upamecano","1998-10-27","CB"
"2621","Benjamin Pavard","1996-03-27","RB"
"2622","Joshua Kimmich","1995-02-08","CM"
"2623","Serge Gnabry","1995-07-14","FW"
"2624","Sadio Mané","1992-04-09","FW"
"2625","Marcel Sabitzer","1994-03-17","CM"
"2626","Alphonso Davies","2000-11-01","LB"
"2627","Lucas Hernández","1996-02-14","CB"
"2628","Thomas Müller","1989-09-13","RM"
"2629","Jamal Musiala","2003-02-26","LM"
"2630","Matthijs de Ligt","1999-08-12","CB"
"2631","Leroy Sané","1996-01-11","RM"
"2632","Ryan Gravenberch","2002-05-16","CM"
"2633","Mathys Tel","2005-04-26","FW"
"2634","Noussair Mazraoui","1997-11-14","RB"
"2635","Koen Casteels","1992-06-24","GK"
"2636","Sebastiaan Bornauw","1999-03-22","CB"
"2637","Maxence Lacroix","2000-04-05","CB"
"2638","Mickey van de Ven","2001-04-18","LB"
"2639","Lukas Nmecha","1998-12-14","FW"
"2640","Josip Brekalo","1998-06-23","AM"
"2641","Ridle Baku","1998-04-08","RB"
"2642","Maximilian Arnold","1994-05-27","DM"
"2643","Mattias Svanberg","1999-01-05","DM"
"2644","Omar Marmoush","1999-02-07","LW"
"2645","Patrick Wimmer","2001-05-29","RW"
"2646","Luca Waldschmidt","1996-05-18","LW"
"2647","Max Kruse","1988-03-18","RB"
"2648","Max Kruse","1988-03-18","AM"
"2649","Jakub Kamiński","2002-06-05","RW"
"2650","Jakub Kamiński","2002-06-05","RB"
"2651","Jonas Wind","1999-02-07","AM"
"2652","Jonas Wind","1999-02-07","RW"
"2653","Josuha Guilavogui","1990-09-19","DM"
"2654","Jiří Pavlenka","1992-04-13","GK"
"2655","Anthony Jung","1991-11-03","WB"
"2656","Amos Pieper","1998-01-17","CB"
"2657","Jens Stage","1996-11-07","CM"
"2658","Marvin Ducksch","1994-03-07","FW"
"2659","Mitchell Weiser","1994-04-21","WB"
"2660","Leonardo Bittencourt","1993-12-19","CM"
"2661","Niclas Füllkrug","1993-02-08","FW"
"2662","Miloš Veljković","1995-09-26","CB"
"2663","Marco Friedl","1998-03-16","CB"
"2664","Christian Groß","1989-02-07","CM"
"2665","Oliver Burke","1997-04-06","FW"
"2666","Nicolai Rapp","1996-12-12","CM"
"2667","Lee Buchanan","2001-03-06","WB"
"2668","Felix Agu","1999-09-27","WB"
"2669","Rafał Gikiewicz","1987-10-26","GK"
"2670","Jeffrey Gouweleeuw","1991-07-10","CB"
"2671","Carlos Gruezo","1995-04-19","DM"
"2672","Ermedin Demirović","1998-03-25","FW"
"2673","Arne Maier","1999-01-08","CM"
"2674","Elvis Rexhbeçaj","1997-11-01","CM"
"2675","Ohis Felix Uduokhai","1997-09-09","CB"
"2676","Daniel Caligiuri","1988-01-15","RW"
"2677","Iago","1997-03-22","LW"
"2678","Maximilian Bauer","2000-02-09","CB"
"2679","André Hahn","1990-08-13","FW"
"2680","Robert Gumny","1998-06-04","RW"
"2681","Robert Gumny","1998-06-04","LW"
"2682","Mads Pedersen","1996-08-31","RW"
"2683","Mads Pedersen","1996-08-31","LW"
"2684","Florian Niederlechner","1990-10-24","FW"
"2685","Ricardo Pepi","2003-01-09","FW"
"2686","Fredrik Jensen","1997-09-09","FW"
"2687","Fredrik Jensen","1997-09-09","CM"
"2688","Mark Flekken","1993-06-12","GK"
"2689","Philipp Lienhart","1996-07-10","CB"
"2690","Maximilian Eggestein","1996-12-07","DM"
"2691","Roland Sallai","1997-05-21","AM"
"2692","Kiliann Sildillia","2002-05-16","RB"
"2693","Nicolas Höfler","1990-03-09","DM"
"2694","Matthias Ginter","1994-01-19","CB"
"2695","Christian Günter","1993-02-27","LB"
"2696","Vincenzo Grifo","1993-04-06","LW"
"2697","Michael Gregoritsch","1994-04-18","FW"
"2698","Ritsu Doan","1998-06-16","RW"
"2699","Hugo Siquet","2002-07-09","RB"
"2700","Daniel Kyereh","1996-03-07","AM"
"2701","Nils Petersen","1988-12-05","FW"
"2702","Jeong Woo-yeong","1999-09-20","RW"
"2703","Noah Weißhaupt","2001-09-20","LW"
"2704","Frederik Rønnow","1992-08-03","GK"
"2705","Paul Jaeckel","1998-07-22","CB"
"2706","Diogo Leite","1999-01-23","CB"
"2707","Julian Ryerson","1997-11-17","WB"
"2708","Rani Khedira","1994-01-27","CM"
"2709","Janik Haberer","1994-04-02","CM"
"2710","Genki Haraguchi","1991-05-09","CM"
"2711","Sheraldo Becker","1995-02-09","FW"
"2712","Christopher Trimmel","1987-02-24","WB"
"2713","Robin Knoche","1992-05-21","CB"
"2714","Jordan Pefok","1996-04-25","FW"
"2715","András Schäfer","1999-04-13","CM"
"2716","Kevin Behrens","1991-02-03","FW"
"2717","Niko Gießelmann","1991-09-26","WB"
"2718","Miloš Pantović","1996-07-06","CM"
"2719","Jamie Leweling","2001-02-25","FW"
"2720","Oliver Christensen","1999-03-22","GK"
"2721","Filip Uremović","1997-02-10","CB"
"2722","Davie Selke","1995-01-20","FW"
"2723","Suat Serdar","1997-04-10","LM"
"2724","Suat Serdar","1997-04-10","DM"
"2725","Myziane Maolida","1999-02-14","LW"
"2726","Dodi Lukebakio","1997-09-24","RW"
"2727","Jonjoe Kenny","1997-03-14","RB"
"2728","Marc-Oliver Kempf","1995-01-28","CB"
"2729","Marvin Plattenhardt","1992-01-26","LB"
"2730","Kevin-Prince Boateng","1987-03-06","RM"
"2731","Ivan Šunjić","1996-10-08","CM"
"2732","Ivan Šunjić","1996-10-08","DM"
"2733","Vladimír Darida","1990-08-08","DM"
"2734","Wilfried Kanga","1998-02-21","FW"
"2735","Stevan Jovetić","1989-11-02","AM"
"2736","Chidera Ejuke","1998-01-02","LW"
"2737","Yann Sommer","1988-12-16","GK"
"2738","Ko Itakura","1997-01-26","CB"
"2739","Christoph Kramer","1991-02-19","DM"
"2740","Marcus Thuram","1997-08-05","FW"
"2741","Alassane Pléa","1993-03-09","LW"
"2742","Kouadio Koné","2001-05-16","DM"
"2743","Jonas Hofmann","1992-07-13","RW"
"2744","Ramy Bensebaini","1995-04-16","LB"
"2745","Joe Scally","2002-12-31","RB"
"2746","Nico Elvedi","1996-09-29","CB"
"2747","Florian Neuhaus","1997-03-15","AM"
"2748","Patrick Herrmann","1991-02-12","RW"
"2749","Stefan Lainer","1992-08-26","RB"
"2750","Oliver Baumann","1990-06-02","GK"
"2751","Pavel Kadeřábek","1992-04-24","WB"
"2752","Ozan Kabak","2000-03-24","CB"
"2753","Grischa Prömel","1995-01-09","CM"
"2754","Christoph Baumgartner","1999-08-01","CM"
"2755","Diadie Samassékou","1996-01-11","CM"
"2756","Kevin Vogt","1991-09-23","CB"
"2757","Andrej Kramarić","1991-06-19","CM"
"2758","Andrej Kramarić","1991-06-19","FW"
"2759","Robert Skov","1996-05-19","WB"
"2760","Georginio Rutter","2002-04-20","FW"
"2761","Stefan Posch","1997-05-13","CB"
"2762","Jacob Bruun Larsen","1998-09-19","FW"
"2763","Sebastian Rudy","1990-02-28","CM"
"2764","Kevin Akpoguma","1995-04-19","WB"
"2765","Stanley N'Soki","1999-04-09","CB"
"2766","Muhammed Damar","2004-04-08","CM"
"2767","Manuel Riemann","1988-09-08","GK"
"2768","Cristian Gamboa","1989-10-24","RB"
"2769","Erhan Mašović","1998-11-22","CB"
"2770","Kevin Stöger","1993-08-27","DM"
"2771","Anthony Losilla","1986-03-10","DM"
"2772","Simon Zoller","1991-06-26","RW"
"2773","Takuma Asano","1994-11-10","AM"
"2774","Kostas Stafylidis","1993-12-02","LB"
"2775","Gerrit Holtmann","1995-03-25","LW"
"2776","Ivan Ordets","1992-07-07","CB"
"2777","Philipp Hofmann","1993-03-29","FW"
"2778","Philipp Förster","1995-02-04","LW"
"2779","Jordi Osei-Tutu","1998-10-02","RW"
"2780","Saidy Janko","1995-10-22","RB"
"2781","Silvère Ganvoula M'Boussy","1996-06-21","FW"
"2782","Robin Zentner","1994-10-28","GK"
"2783","Aarón Martín","1997-04-21","LB"
"2784","Maxim Leitsch","1998-05-18","CB"
"2785","Anton Stach","1998-11-15","RM"
"2786","Lee Jae-sung","1992-08-09","CM"
"2787","Karim Onisiwo","1992-03-16","FW"
"2788","Angelo Fulgini","1996-08-19","LM"
"2789","Stefan Bell","1991-08-24","CB"
"2790","Edimilson Fernandes","1996-04-14","RB"
"2791","Dominik Kohr","1994-01-31","CM"
"2792","Alexander Hack","1993-09-08","CB"
"2793","Leandro Barreiro Martins","2000-01-03","CM"
"2794","Anthony Caci","1997-06-30","RB"
"2795","Suliman Mustapha","2001-05-23","FW"
"2796","Delano Burgzorg","1998-11-07","LM"
"2797","Gregor Kobel","1997-12-06","GK"
"2798","Nico Schlotterbeck","1999-12-01","CB"
"2799","Mahmoud Dahoud","1996-01-01","RM"
"2800","Mahmoud Dahoud","1996-01-01","CM"
"2801","Marco Reus","1989-05-30","CM"
"2802","Marco Reus","1989-05-30","FW"
"2803","Raphaël Guerreiro","1993-12-22","LB"
"2804","Mats Hummels","1988-12-15","CB"
"2805","Youssoufa Moukoko","2004-11-19","FW"
